Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link
"May 4, 2014","May 4, 2014",Run / Jog,1420,14.9413,7369,8.22017,1.62304,7.29912,36.9676,142,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/557919011
"May 3, 2014","May 3, 2014",Run / Jog,417,4.13219,1630,6.57412,3.57299,9.1267,16.7927,162,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/557324789
"May 3, 2014","May 3, 2014",Run / Jog,1031,10.0139,4807,7.99952,4.58581,7.50045,13.0838,146,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/556963669
"May 2, 2014","May 2, 2014",Run / Jog,1254,12.1902,5099,6.97229,4.44227,8.60549,13.5066,159,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/556191947
"May 1, 2014","May 1, 2014",Run / Jog,735,7.06756,3248,7.65917,4.62216,7.83375,12.9809,148,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/555023032
"April 30, 2014","April 30, 2014",Run / Jog,906,8.95705,4208,7.83136,1.8909,7.66151,31.7309,144,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/553963054
"April 29, 2014","April 29, 2014",Run / Jog,807,7.0,2940,7.0,0,8.57143,0,,0,,,http://www.mapmyrun.com/workout/552663146
"April 28, 2014","April 28, 2014",Run / Jog,978,9.89636,4240,7.14121,4.48835,8.40193,13.3679,152,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/551707270
"April 27, 2014","April 27, 2014",Run / Jog,1214,12.712,5771,7.56626,1.83138,7.92994,32.7622,148,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/550884202
"April 27, 2014","April 26, 2014",Run / Jog,1279,12.747,5828,7.62,1.22898,7.87402,48.8211,151,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/550512532
"April 25, 2014","April 25, 2014",Run / Jog,1054,10.0461,4885,8.10589,5.08289,7.40202,11.8043,145,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/548616208
"April 24, 2014","April 24, 2014",Run / Jog,798,7.0,2580,6.14,0,9.77,0,,0,,,http://www.mapmyrun.com/workout/547699848
"April 23, 2014","April 23, 2014",Run / Jog,1026,10.3193,4190,6.76821,4.77012,8.86498,12.5783,161,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/546449702
"April 22, 2014","April 22, 2014",Run / Jog,148,7.0,3000,7.14,0,8.4,0,,0,,,http://www.mapmyrun.com/workout/544995050
"April 21, 2014","April 21, 2014",Run / Jog,1152,10.0,4200,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/543613810
"April 20, 2014","April 20, 2014",Run / Jog,530,4.5,1800,6.67,0,9.0,0,,0,,,http://www.mapmyrun.com/workout/542585006
"April 20, 2014","April 20, 2014",Run / Jog,393,3.14,1058,5.61571,0,10.6843,0,0,0,,,http://www.mapmyrun.com/workout/542558088
"April 19, 2014","April 19, 2014",Run / Jog,686,5.5,2100,6.36364,0,9.42857,0,0,0,,,http://www.mapmyrun.com/workout/541853516
"April 17, 2014","April 17, 2014",Run / Jog,1012,8.0,3156,6.575,0,9.12547,0,0,0,,,http://www.mapmyrun.com/workout/539286190
"April 22, 2014","April 16, 2014",Run / Jog,865,7.5,3120,6.93,0,8.65,0,,0,,,http://www.mapmyrun.com/workout/544994038
"April 15, 2014","April 15, 2014",Run / Jog,433,3.47,1439,6.91162,0,8.68103,0,0,0,,,http://www.mapmyrun.com/workout/537963564
"April 14, 2014","April 14, 2014",Run / Jog,661,6.34212,2706,7.11092,4.80947,8.43772,12.4754,159,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/536992736
"April 14, 2014","April 13, 2014",Run / Jog,687,6.29191,2627,6.95782,4.26429,8.62339,14.0703,166,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/536876942
"April 12, 2014","April 12, 2014",Run / Jog,803,7.9675,3032,6.34249,4.44595,9.46,13.4954,170,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/534980302
"April 11, 2014","April 11, 2014",Run / Jog,823,7.0,2792,6.65,0,9.03,0,,0,,,http://www.mapmyrun.com/workout/533767070
"April 10, 2014","April 10, 2014",Run / Jog,437,3.5,1341,6.38571,0,9.39597,0,0,0,,,http://www.mapmyrun.com/workout/532254216
"April 11, 2014","April 9, 2014",Run / Jog,760,6.91,3002,7.24,0.523732,8.29,114.562,164,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/533488374
"April 12, 2014","April 3, 2014",Run / Jog,807,7.0,2940,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/534988530
"April 2, 2014","April 2, 2014",Run / Jog,876,8.0,3339,6.95625,0,8.62534,0,170,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/524018128
"April 1, 2014","April 1, 2014",Run / Jog,1000,8.0,3395,7.07292,0,8.48306,0,0,0,,,http://www.mapmyrun.com/workout/522766010
"March 31, 2014","March 31, 2014",Run / Jog,646,5.5,2400,7.27,0,8.25,0,,0,,,http://www.mapmyrun.com/workout/521969610
"March 30, 2014","March 30, 2014",Run / Jog,1112,10.0,4230,7.05,0,8.51,0,162,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/520936244
"March 29, 2014","March 29, 2014",Run / Jog,678,7.13784,3262,7.61784,4.57486,7.87625,13.1152,155,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/520271540
"March 29, 2014","March 28, 2014",Run / Jog,722,7.0,2844,6.77,0,8.86,0,166,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/520271556
"March 27, 2014","March 27, 2014",Run / Jog,646,5.74476,2682,7.78137,3.53159,7.71072,16.9895,161,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/518614565
"March 26, 2014","March 26, 2014",Run / Jog,871,7.0,2945,7.0119,0,8.55688,0,0,0,,,http://www.mapmyrun.com/workout/517634461
"March 25, 2014","March 25, 2014",Run / Jog,756,6.0,2442,6.78333,0,8.84521,0,0,0,,,http://www.mapmyrun.com/workout/516552065
"March 24, 2014","March 24, 2014",Run / Jog,620,6.0,2490,6.92,0,8.67,0,161,0,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/515929685
"March 23, 2014","March 23, 2014",Run / Jog,497,4.0,1680,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/515146757
"March 22, 2014","March 22, 2014",Run / Jog,1053,8.2,3669,7.45732,0,8.04579,0,0,0,,,http://www.mapmyrun.com/workout/513746813
"March 21, 2014","March 21, 2014",Run / Jog,373,3.0,1140,6.33333,0,9.47368,0,0,0,,,http://www.mapmyrun.com/workout/513222007
"March 20, 2014","March 20, 2014",Run / Jog,630,5.0,2160,7.2,0,8.33333,0,0,0,,,http://www.mapmyrun.com/workout/512417983
"March 19, 2014","March 18, 2014",Run / Jog,703,5.6,2400,7.14286,0,8.4,0,0,0,,,http://www.mapmyrun.com/workout/510791735
"March 16, 2014","March 16, 2014",Run / Jog,889,7.13,2960,6.91912,0,8.67162,0,0,0,,,http://www.mapmyrun.com/workout/508546201
"March 15, 2014","March 15, 2014",Run / Jog,629,5.0,1951,6.50333,0,9.22604,0,0,0,,,http://www.mapmyrun.com/workout/507844281
"March 12, 2014","March 12, 2014",Run / Jog,632,5.0,2024,6.74667,0,8.89328,0,0,0,,,http://www.mapmyrun.com/workout/505240147
"March 11, 2014","March 11, 2014",Run / Jog,634,5.0,1990,6.63333,0,9.04523,0,0,0,,,http://www.mapmyrun.com/workout/504257005
"March 10, 2014","March 10, 2014",Run / Jog,621,5.0,2093,6.97667,0,8.6001,0,0,0,,,http://www.mapmyrun.com/workout/503354131
"March 8, 2014","March 8, 2014",Run / Jog,385,3.0,1341,7.45,0,8.05369,0,0,0,,,http://www.mapmyrun.com/workout/500882695
"March 7, 2014","March 7, 2014",Run / Jog,500,4.0,1654,6.89167,0,8.70617,0,0,0,,,http://www.mapmyrun.com/workout/500508917
"March 6, 2014","March 6, 2014",Run / Jog,616,5.0,1843,6.14333,0,9.76668,0,0,0,,,http://www.mapmyrun.com/workout/499317809
"March 5, 2014","March 5, 2014",Run / Jog,869,7.0,2930,6.97619,0,8.60068,0,0,0,,,http://www.mapmyrun.com/workout/498782647
"March 4, 2014","March 4, 2014",Run / Jog,628,5.0,2045,6.81667,0,8.80196,0,0,0,,,http://www.mapmyrun.com/workout/497789319
"March 3, 2014","March 3, 2014",Run / Jog,374,3.0,1268,7.04444,0,8.51735,0,0,0,,,http://www.mapmyrun.com/workout/497219757
"March 2, 2014","March 2, 2014",Run / Jog,1143,9.0,3945,7.30556,0,8.21293,0,0,0,,,http://www.mapmyrun.com/workout/496493783
"March 1, 2014","March 1, 2014",Run / Jog,763,6.0,2633,7.31389,0,8.20357,0,0,0,,,http://www.mapmyrun.com/workout/495582397
"March 1, 2014","Feb. 28, 2014",Run / Jog,244,2.0,716,5.97,0,10.06,0,0,0,,,http://www.mapmyrun.com/workout/495314375
"Feb. 27, 2014","Feb. 27, 2014",Run / Jog,625,5.0,2067,6.89,0,8.70827,0,0,0,,,http://www.mapmyrun.com/workout/494158733
"Feb. 26, 2014","Feb. 26, 2014",Run / Jog,752,6.0,2466,6.85,0,8.75912,0,0,0,,,http://www.mapmyrun.com/workout/493614767
"Feb. 25, 2014","Feb. 25, 2014",Run / Jog,622,5.0,2101,7.00333,0,8.56735,0,0,0,,,http://www.mapmyrun.com/workout/492572313
"Feb. 24, 2014","Feb. 24, 2014",Run / Jog,246,2.0,735,6.125,0,9.79592,0,0,0,,,http://www.mapmyrun.com/workout/491926519
"Feb. 23, 2014","Feb. 23, 2014",Run / Jog,925,8.0,3384,7.05,0,8.51,0,,0,,,http://www.mapmyrun.com/workout/491064071
"Feb. 22, 2014","Feb. 22, 2014",Run / Jog,597,4.8,2001,6.94792,0,8.63568,0,0,0,,,http://www.mapmyrun.com/workout/490213567
"Feb. 21, 2014","Feb. 21, 2014",Run / Jog,746,6.0,2520,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/489471785
"Feb. 20, 2014","Feb. 20, 2014",Run / Jog,234,2.0,808,6.73,0,8.91,0,,0,,,http://www.mapmyrun.com/workout/488531271
"Feb. 19, 2014","Feb. 19, 2014",Run / Jog,465,4.0,1548,6.45,0,9.3,0,,0,,,http://www.mapmyrun.com/workout/488006403
"Feb. 18, 2014","Feb. 18, 2014",Run / Jog,527,4.0,1680,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/487448539
"Feb. 17, 2014","Feb. 17, 2014",Run / Jog,256,2.2,940,7.12,0,8.43,0,,0,,,http://www.mapmyrun.com/workout/486294081
"Feb. 17, 2014","Feb. 16, 2014",Run / Jog,928,8.0,3405,7.09,0,8.46,0,,0,,,http://www.mapmyrun.com/workout/486293481
"Feb. 15, 2014","Feb. 15, 2014",Run / Jog,576,5.0,2100,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/484869893
"Feb. 15, 2014","Feb. 14, 2014",Run / Jog,576,5.0,2100,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/484869573
"Feb. 12, 2014","Feb. 12, 2014",Run / Jog,465,4.0,1710,7.13,0,8.42,0,,0,,,http://www.mapmyrun.com/workout/482647109
"Feb. 12, 2014","Feb. 11, 2014",Run / Jog,346,3.0,1251,6.95,0,8.63,0,,0,,,http://www.mapmyrun.com/workout/482648939
"Feb. 10, 2014","Feb. 10, 2014",Run / Jog,270,2.3,926,6.71,0,8.94,0,,0,,,http://www.mapmyrun.com/workout/481367269
"Jan. 19, 2014","Jan. 19, 2014",Run / Jog,536,4.0,1775,7.39583,0,8.11268,0,0,0,,,http://www.mapmyrun.com/workout/466403677
"Dec. 3, 2013","Dec. 3, 2013",Run / Jog,685,6.0,2520,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/441193615
"Dec. 2, 2013","Dec. 2, 2013",Run / Jog,813,7.0,3047,7.25476,0,8.27043,0,0,0,,,http://www.mapmyrun.com/workout/440848347
"Dec. 1, 2013","Dec. 1, 2013",Run / Jog,664,5.8,2452,7.04598,0,8.5155,0,0,0,,,http://www.mapmyrun.com/workout/440179523
"Nov. 30, 2013","Nov. 30, 2013",Run / Jog,1038,9.0,3867,7.16111,0,8.37859,0,0,0,,,http://www.mapmyrun.com/workout/439469435
"Nov. 29, 2013","Nov. 29, 2013",Run / Jog,838,7.25,3130,7.1954,0,8.33866,0,0,0,,,http://www.mapmyrun.com/workout/438920043
"Nov. 28, 2013","Nov. 28, 2013",Run / Jog,175,1.5,600,6.66667,0,9.0,0,0,0,,,http://www.mapmyrun.com/workout/438608863
"Nov. 28, 2013","Nov. 28, 2013",Run / Jog,361,3.14,1034,5.48832,0,10.9323,0,0,0,,,http://www.mapmyrun.com/workout/438608357
"Nov. 22, 2013","Nov. 22, 2013",Run / Jog,630,5.0,1800,6.0,0,10.0,0,0,0,,,http://www.mapmyrun.com/workout/435259023
"Nov. 22, 2013","Nov. 21, 2013",Run / Jog,630,5.0,1800,6.0,0,10.0,0,0,0,,,http://www.mapmyrun.com/workout/435258801
"Nov. 22, 2013","Nov. 20, 2013",Run / Jog,560,5.0,1800,6.0,0,10.0,0,,0,,,http://www.mapmyrun.com/workout/435340735
"Nov. 19, 2013","Nov. 19, 2013",Run / Jog,815,7.0,2809,6.6881,0,8.97116,0,0,0,,,http://www.mapmyrun.com/workout/433895741
"Nov. 17, 2013","Nov. 17, 2013",Run / Jog,1875,14.9985,6913,7.6811,2.88444,7.81138,20.8013,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/432471463
"Nov. 16, 2013","Nov. 16, 2013",Run / Jog,1232,9.99998,4009,6.68221,4.16885,8.97906,14.3924,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/431876239
"Nov. 14, 2013","Nov. 14, 2013",Run / Jog,376,3.25,1408,7.22051,0,8.30966,0,0,0,,,http://www.mapmyrun.com/workout/430707801
"Nov. 12, 2013","Nov. 12, 2013",Run / Jog,810,6.45246,3179,8.21262,5.47284,7.30583,10.9632,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/428986553
"Nov. 11, 2013","Nov. 11, 2013",Run / Jog,1356,11.0006,4356,6.6,4.78886,9.09091,12.5291,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/428523293
"Nov. 10, 2013","Nov. 10, 2013",Run / Jog,1723,15.0,6143,6.83,0,8.79,0,,0,,,http://www.mapmyrun.com/workout/427969111
"Nov. 9, 2013","Nov. 9, 2013",Run / Jog,569,5.11,1820,5.93607,0,10.1077,0,,0,,,http://www.mapmyrun.com/workout/427468001
"Nov. 9, 2013","Nov. 8, 2013",Run / Jog,1251,11.0,4620,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/427468991
"Nov. 7, 2013","Nov. 7, 2013",Run / Jog,1061,9.25,3960,7.13514,0,8.40909,0,0,0,,,http://www.mapmyrun.com/workout/426251079
"Nov. 6, 2013","Nov. 6, 2013",Run / Jog,1250,11.0,4615,6.99,0,8.58,0,,0,,,http://www.mapmyrun.com/workout/425532811
"Nov. 5, 2013","Nov. 5, 2013",Run / Jog,1058,9.15,3615,6.5847,0,9.11203,0,0,0,,,http://www.mapmyrun.com/workout/424417257
"Nov. 4, 2013","Nov. 4, 2013",Run / Jog,1137,10.0,4200,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/423689255
"Nov. 3, 2013","Nov. 3, 2013",Run / Jog,1753,15.37,6379,6.92,0,8.67,0,,0,,,http://www.mapmyrun.com/workout/423304403
"Nov. 1, 2013","Nov. 1, 2013",Run / Jog,1306,11.5,3954,5.73,0,10.47,0,,0,,,http://www.mapmyrun.com/workout/421982257
"Nov. 3, 2013","Oct. 31, 2013",Run / Jog,1024,9.0,3780,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/423306917
"Nov. 3, 2013","Oct. 30, 2013",Run / Jog,1137,10.0,4200,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/423306301
"Oct. 29, 2013","Oct. 29, 2013",Run / Jog,924,8.0,3240,6.75,0,8.88889,0,0,0,,,http://www.mapmyrun.com/workout/419772045
"Oct. 29, 2013","Oct. 28, 2013",Run / Jog,1023,9.0,3780,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/419771705
"Oct. 27, 2013","Oct. 27, 2013",Run / Jog,848,13.0,5470,7.01,0,8.56,0,,0,,,http://www.mapmyrun.com/workout/418668937
"Oct. 27, 2013","Oct. 25, 2013",Run / Jog,924,8.0,3240,6.75,0,8.89,0,,0,,,http://www.mapmyrun.com/workout/418668607
"Oct. 24, 2013","Oct. 24, 2013",Run / Jog,934,8.15,3348,6.84663,0,8.76344,0,0,0,,,http://www.mapmyrun.com/workout/416424153
"Oct. 23, 2013","Oct. 23, 2013",Run / Jog,796,7.0,2945,7.0119,0,8.55688,0,0,0,,,http://www.mapmyrun.com/workout/415533707
"Oct. 22, 2013","Oct. 22, 2013",Run / Jog,796,7.0,2940,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/415049847
"Oct. 21, 2013","Oct. 21, 2013",Run / Jog,909,8.0,3360,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/413889041
"Oct. 14, 2013","Oct. 12, 2013",Run / Jog,3023,26.2,10633,6.76399,0,8.8705,0,0,0,,,http://www.mapmyrun.com/workout/408805545
"Oct. 9, 2013","Oct. 9, 2013",Run / Jog,568,5.0,2100,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/404797987
"Oct. 9, 2013","Oct. 8, 2013",Run / Jog,690,6.0,2340,6.5,0,9.23077,0,0,0,,,http://www.mapmyrun.com/workout/404798377
"Oct. 9, 2013","Oct. 7, 2013",Run / Jog,682,6.0,2520,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/404798651
"Oct. 6, 2013","Oct. 6, 2013",Run / Jog,1158,10.2,4268,6.97386,0,8.60356,0,0,0,,,http://www.mapmyrun.com/workout/402508089
"Oct. 4, 2013","Oct. 4, 2013",Run / Jog,693,6.0,2363,6.56389,0,9.14092,0,0,0,,,http://www.mapmyrun.com/workout/400756237
"Oct. 4, 2013","Oct. 3, 2013",Run / Jog,809,7.0,3044,7.24762,0,8.27858,0,0,0,,,http://www.mapmyrun.com/workout/400756941
"Oct. 4, 2013","Oct. 2, 2013",Run / Jog,682,6.0,2520,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/400757695
"Oct. 1, 2013","Oct. 1, 2013",Run / Jog,684,6.0,2537,7.04722,0,8.51399,0,0,0,,,http://www.mapmyrun.com/workout/398091415
"Oct. 1, 2013","Sept. 30, 2013",Run / Jog,568,5.0,2100,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/398092079
"Oct. 22, 2013","Sept. 29, 2013",Run / Jog,1365,12.0,5040,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/415359195
"Oct. 22, 2013","Sept. 27, 2013",Run / Jog,796,7.0,2940,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/415358709
"Sept. 26, 2013","Sept. 26, 2013",Run / Jog,690,6.0,2581,7.16944,0,8.36885,0,0,0,,,http://www.mapmyrun.com/workout/393927721
"Sept. 26, 2013","Sept. 25, 2013",Run / Jog,682,6.0,2520,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/393927999
"Sept. 24, 2013","Sept. 24, 2013",Run / Jog,398,4.0,8896,37.0667,0,1.61871,0,0,0,,,http://www.mapmyrun.com/workout/392079119
"Sept. 23, 2013","Sept. 23, 2013",Run / Jog,684,6.0,2490,6.91667,0,8.6747,0,0,0,,,http://www.mapmyrun.com/workout/391101037
"Sept. 23, 2013","Sept. 22, 2013",Run / Jog,953,8.2,3600,7.31707,0,8.2,0,0,0,,,http://www.mapmyrun.com/workout/391100369
"Sept. 20, 2013","Sept. 20, 2013",Run / Jog,682,6.0,2520,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/388981465
"Sept. 20, 2013","Sept. 20, 2013",Run / Jog,0,0,0,0,0,0,0,0,0,,,http://www.mapmyrun.com/workout/388980535
"Sept. 20, 2013","Sept. 19, 2013",Run / Jog,700,6.1,2613,7.13934,0,8.40413,0,0,0,,,http://www.mapmyrun.com/workout/388980955
"Sept. 18, 2013","Sept. 18, 2013",Run / Jog,909,8.0,3360,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/387494535
"Sept. 17, 2013","Sept. 17, 2013",Run / Jog,803,7.0,3000,7.14286,0,8.4,0,0,0,,,http://www.mapmyrun.com/workout/386606767
"Sept. 16, 2013","Sept. 16, 2013",Run / Jog,732,6.3,2520,6.66667,0,9.0,0,0,0,,,http://www.mapmyrun.com/workout/384938753
"Sept. 15, 2013","Sept. 15, 2013",Run / Jog,2275,20.0,8400,7.0,0,8.57,0,,0,,,http://www.mapmyrun.com/workout/384595935
"Sept. 15, 2013","Sept. 13, 2013",Run / Jog,602,5.3,2220,6.98,0,8.59,0,,0,,,http://www.mapmyrun.com/workout/384595047
"Sept. 12, 2013","Sept. 12, 2013",Run / Jog,796,7.0,2940,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/381728025
"Sept. 11, 2013","Sept. 11, 2013",Run / Jog,909,8.0,3360,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/380866423
"Sept. 11, 2013","Sept. 10, 2013",Run / Jog,909,8.0,3360,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/380867055
"Sept. 9, 2013","Sept. 9, 2013",Run / Jog,387,3.3,1505,7.6,0,7.89,0,,0,,,http://www.mapmyrun.com/workout/379522599
"Sept. 9, 2013","Sept. 8, 2013",Run / Jog,1298,11.4,4800,7.02,0,8.55,0,,0,,,http://www.mapmyrun.com/workout/379520527
"Sept. 9, 2013","Sept. 6, 2013",Run / Jog,906,7.8,3420,7.31,0,8.21,0,,0,,,http://www.mapmyrun.com/workout/379519549
"Sept. 9, 2013","Sept. 5, 2013",Run / Jog,884,7.12238,3160,7.39316,4.12652,8.1156,14.5401,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/379524115
"Sept. 5, 2013","Sept. 4, 2013",Run / Jog,746,6.5,2782,7.13,0,8.41,0,,0,,,http://www.mapmyrun.com/workout/376017903
"Sept. 9, 2013","Sept. 3, 2013",Run / Jog,734,5.90445,2688,7.58767,4.16885,7.90757,14.3924,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/379524159
"Sept. 9, 2013","Sept. 2, 2013",Run / Jog,1117,8.99998,4077,7.54923,4.60154,7.94783,13.0391,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/379524201
"Sept. 11, 2013","Sept. 1, 2013",Run / Jog,2297,19.9284,9943,8.31637,2.17867,7.21468,27.5398,0,0,,,http://www.mapmyrun.com/workout/380866359
"Aug. 29, 2013","Aug. 29, 2013",Run / Jog,869,6.99998,2974,7.08089,5.08578,8.47351,11.7976,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/368994011
"Aug. 28, 2013","Aug. 28, 2013",Run / Jog,998,7.98153,3640,7.60057,5.41101,7.89415,11.0885,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/368121945
"Aug. 27, 2013","Aug. 27, 2013",Run / Jog,690,5.58319,2758,8.23278,4.16497,7.28794,14.4059,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/367140761
"Aug. 26, 2013","Aug. 26, 2013",Run / Jog,872,7.00551,3552,8.45066,5.62432,7.10004,10.6679,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/366128165
"Aug. 25, 2013","Aug. 25, 2013",Run / Jog,373,4.00233,1724,7.17752,4.09252,8.35943,14.6609,160,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/365349151
"Aug. 24, 2013","Aug. 24, 2013",Run / Jog,1247,9.99917,4483,7.4735,5.72761,8.02836,10.4756,,,,Garmin Forerunner 110,http://www.mapmyrun.com/workout/364445707
"Aug. 23, 2013","Aug. 23, 2013",Run / Jog,1123,10.0,3660,6.1,0,9.84,0,,0,,,http://www.mapmyrun.com/workout/363770415
"Aug. 22, 2013","Aug. 22, 2013",Run / Jog,1025,9.0,3741,6.92778,0,8.66079,0,0,0,,,http://www.mapmyrun.com/workout/363286731
"Aug. 21, 2013","Aug. 21, 2013",Run / Jog,1241,10.569,4811,7.58664,2.72881,7.90864,21.9876,0,0,,,http://www.mapmyrun.com/workout/362200593
"Aug. 20, 2013","Aug. 20, 2013",Run / Jog,863,7.35,3299,7.48073,4.44084,8.02061,13.511,0,0,,,http://www.mapmyrun.com/workout/360787325
"Aug. 20, 2013","Aug. 19, 2013",Run / Jog,840,7.25,3162,7.27,0,8.25,0,,0,,,http://www.mapmyrun.com/workout/360686189
"Aug. 18, 2013","Aug. 18, 2013",Run / Jog,1621,13.95,6121,7.31302,3.38132,8.20454,17.7446,0,0,,,http://www.mapmyrun.com/workout/359301073
"Aug. 16, 2013","Aug. 16, 2013",Run / Jog,1097,9.35,4268,7.60784,4.44497,7.8866,13.4984,0,0,,,http://www.mapmyrun.com/workout/357249637
"Aug. 15, 2013","Aug. 15, 2013",Run / Jog,797,6.95,2973,7.1295,4.20769,8.41574,14.2596,0,0,,,http://www.mapmyrun.com/workout/356911279
"Aug. 14, 2013","Aug. 14, 2013",Run / Jog,908,8.0,3346,6.97083,2.78975,8.60729,21.5073,0,0,,,http://www.mapmyrun.com/workout/355224395
"Aug. 13, 2013","Aug. 13, 2013",Run / Jog,1014,9.0,3933,7.28333,3.51293,8.23799,17.0797,0,0,,,http://www.mapmyrun.com/workout/354239029
"Aug. 12, 2013","Aug. 12, 2013",Run / Jog,780,7.0,2989,7.11667,3.63414,8.43091,16.5101,0,0,,,http://www.mapmyrun.com/workout/353851587
"Aug. 4, 2013","Aug. 4, 2013",Run / Jog,1337,12.0,5127,7.12083,3.84133,8.42598,15.6196,0,0,NH SIP,,http://www.mapmyrun.com/workout/345973679
"Aug. 2, 2013","Aug. 2, 2013",Run / Jog,1215,11.0,4620,7.0,0,8.57143,0,0,0,,,http://www.mapmyrun.com/workout/344936519
"Aug. 2, 2013","Aug. 2, 2013",Run / Jog,484,4.24834,1945,7.63193,3.23549,7.86171,18.5443,0,0,,,http://www.mapmyrun.com/workout/344343181
"Aug. 1, 2013","Aug. 1, 2013",Run / Jog,502,4.48377,1934,7.19125,4.43776,8.34347,13.5203,0,0,,,http://www.mapmyrun.com/workout/344148807
"July 31, 2013","July 31, 2013",Run / Jog,808,7.10577,3161,7.41648,3.73862,8.0901,16.0487,0,0,,,http://www.mapmyrun.com/workout/342913753
"Aug. 1, 2013","July 30, 2013",Run / Jog,1322,12.0,4500,6.25,0,9.6,0,,0,,,http://www.mapmyrun.com/workout/344144307
"July 30, 2013","July 29, 2013",Run / Jog,570,5.0,2289,7.63,0,7.8637,0,0,0,,,http://www.mapmyrun.com/workout/341524537
"July 28, 2013","July 28, 2013",Run / Jog,786,7.0,3040,7.23809,4.66238,8.28947,12.869,0,0,,,http://www.mapmyrun.com/workout/339796787
"July 26, 2013","July 26, 2013",Run / Jog,780,7.0,2990,7.12,0,8.43,0,,0,,,http://www.mapmyrun.com/workout/338577755
"July 25, 2013","July 25, 2013",Run / Jog,1169,10.35,4140,6.67,0,9.0,0,,0,,,http://www.mapmyrun.com/workout/337962347
"July 25, 2013","July 24, 2013",Run / Jog,833,7.4,2980,6.71171,0,8.9396,0,0,0,,,http://www.mapmyrun.com/workout/337624171
